sample_key,step17_review_priority_score,step17_review_priority_tier,step17_review_reason,DOI,paper_title,sample_id,composition,material_system,n_or_p,n_or_p_basis,n_or_p_step6,n_or_p_basis_step6,n_or_p_confidence_step6,zt_obs_max_step14,zt_pred_max_step14,zt_calc_from_obs_max_step14,zt_pred_vs_obs_mape_step14,zt_pred_vs_calc_mape_step14,classification_case_step15,zt_error_analysis_category_step15,step17_check_additive,step17_check_structure,step17_check_np_type,step17_check_sintering,additive_auto_step9,additive_manual_step9,structure_auto_step9,structure_manual_step9,nanocarbon_keyword_detected_step9,nanocarbon_type_auto_step9,rare_metal_flag_auto_step9,toxicity_flag_auto_step9,sintering_method,sintering_checked,record_checked,source_files_step16,thresholds_in_high_zt_error_file_step15,manual_review_priority_score_step15,manual_review_priority_tier_step15,sintering_check_reason_step15,n_rows_step14,n_pf_eval_rows_step14,n_zt_calc_eval_rows_step14,n_zt_obs_eval_rows_step14,pf_mape_step14,pf_log_rmse_step14,zt_pred_vs_calc_log_rmse_step14,zt_pred_vs_obs_log_rmse_step14,zt_pred_vs_obs_quality_step14,zt_pred_vs_calc_quality_step14,SID,year,tau_eff_step12,tau_eff_unit_step12,tau_eff_mode_step12,fitting_source_actual_step10,needs_sintering_check_later_step14,pf_error_level_sample_step15,zt_obs_error_level_sample_step15,zt_calc_error_level_sample_step15,zt_error_direction_sample_step15,zt_error_analysis_note_step15,needs_manual_review_step15,needs_sintering_check_later_step15,pf_zt_problem_reason_step15,doi_url
10.1126_science.aad3749__sample_42728,3000,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; best candidate sample; manual review candidate; sintering check candidate,10.1126/science.aad3749,,42728,SnSe,unknown,p,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.515385,0.225559164964852,0.1420607939882442,0.3328493688196949,0.5877650591162925,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,best_candidate;high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,11,2,1,1,0.6192923657518873,0.4821930019294962,0.462327404219844,0.287319033175768,good,moderate,16967,,0.0206215306071677,relative_scale,empirical_group_baseline,,yes,moderate,good,moderate,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1126/science.aad3749
10.1021_acsaem.1c00632__sample_44401,3000,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; best candidate sample; manual review candidate; sintering check candidate,10.1021/acsaem.1c00632,,44401,(GeTe)0.85(CuSbSe2)0.15,unknown,p,"estimated from Seebeck sign: positive=8, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=8, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.514646,0.5093790077408896,1.5181613784638812,0.7010764848396173,0.9508036257618612,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,best_candidate;high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,8,7,6,6,1.103878344191734,1.0406886664277986,1.0293958331893946,0.9470629373364768,poor,poor,37840,,0.3553214186932298,relative_scale,empirical_group_baseline,,yes,poor,moderate,moderate,under_predicted,high_zt_false_negative,yes,yes,large PF error; observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1021/acsaem.1c00632
10.1021_ja308936b__sample_26613,3000,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; best candidate sample; manual review candidate; sintering check candidate,10.1021/ja308936b,,26613,AgBiSe2,unknown,p,"estimated from Seebeck sign: positive=15, negative=3, zero=0, positive_ratio=0.833, negative_ratio=0.167",p,"estimated from Seebeck sign: positive=15, negative=3, zero=0, positive_ratio=0.833, negative_ratio=0.167",medium,1.499575,0.2064070600359248,1.516076174313822,4.067262661566643,6.214169421773348,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,best_candidate;high_zt_error;manual_review;sintering_check,1,135,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,18,18,18,18,6.214169421772926,1.9640975972589048,1.9640975972589607,2.3842827837637266,poor,poor,3500,,0.009054694378723,relative_scale,empirical_group_baseline,,yes,poor,poor,poor,under_predicted,high_zt_false_negative,yes,yes,large PF error; large ZT error vs observed ZT; large ZT error vs calculated ZT; observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1021/ja308936b
10.1007_s11664-009-0993-y__sample_16741,3000,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; best candidate sample; manual review candidate; sintering check candidate,10.1007/s11664-009-0993-y,,16741,(GeTe)80(Ag1.2Sb0.8Te1.8)20,unknown,p,"estimated from Seebeck sign: positive=16, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=16, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.497537,0.8028335116444748,0.8648608537282515,0.0689617531445542,0.0661471551429456,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,best_candidate;high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,22,7,2,2,0.0408120310888234,0.048374864841768,0.067071862259943,0.0698226170905491,excellent,excellent,2340,,1.8966974088752129,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1007/s11664-009-0993-y
10.1021_jacs.1c01801__sample_44419,3000,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; best candidate sample; manual review candidate; sintering check candidate,10.1021/jacs.1c01801,,44419,Cu0.78Ag0.2In0.2Ga0.8Te2,unknown,p,"estimated from Seebeck sign: positive=23, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=23, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.496356,0.9878496182274374,1.124161694520154,0.0881981387989732,0.1069304251213541,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,best_candidate;high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,21,17,11,9,0.1137581822092786,0.1748279822947626,0.1289197117506198,0.1136566024876949,excellent,excellent,37843,,0.6437059218937083,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1021/jacs.1c01801
10.1016_j.jallcom.2019.07.120__sample_39344,3000,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; best candidate sample; manual review candidate; sintering check candidate,10.1016/j.jallcom.2019.07.120,,39344,GeTe,unknown,p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.491939,0.2978033046961092,0.3162844164336892,0.2601893504472949,0.2301916209761176,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,best_candidate;high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,10,5,4,3,0.2948402862089344,0.3384498036763719,0.3077047218563925,0.3821083917506375,good,good,24398,,8.440216512414986,relative_scale,empirical_group_baseline,,yes,good,good,good,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1016/j.jallcom.2019.07.120
10.1063_1.4768297__sample_21211,3000,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; best candidate sample; manual review candidate; sintering check candidate,10.1063/1.4768297,,21211,Si0.8Ge0.2,unknown,n,"estimated from Seebeck sign: positive=0, negative=16, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=16, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,1.483594,0.932507119262835,1.52843979128079,0.3714539697094791,0.3898960727256257,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,False,unknown,no,no,best_candidate;high_zt_error;manual_review;sintering_check,1,95,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,19,2,1,1,0.2124397072014368,0.3503059620630724,0.4941259637455985,0.4643460153034462,moderate,moderate,6847,,1.0947434108418963,relative_scale,empirical_group_baseline,,yes,good,good,good,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1063/1.4768297
10.1073_pnas.1711725114__sample_24320,3000,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; best candidate sample; manual review candidate; sintering check candidate,10.1073/pnas.1711725114,,24320,Mg3.15Co0.05Sb1.5Bi0.49Te0.01,unknown,n,"estimated from Seebeck sign: positive=0, negative=12, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=12, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,1.480865,0.8893532659862902,1.081998942390318,0.0783886850869266,0.1097437192154641,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,best_candidate;high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,12,7,3,2,0.1043369190942058,0.1187019243720786,0.1328603703698924,0.1164166135362525,excellent,excellent,21294,,0.6273343475261041,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1073/pnas.1711725114
10.1073_pnas.1711725114__sample_24316,3000,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; best candidate sample; manual review candidate; sintering check candidate,10.1073/pnas.1711725114,,24316,Mg3.1Mo0.1Sb1.5Bi0.49Te0.01,unknown,n,"estimated from Seebeck sign: positive=0, negative=12, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=12, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,1.478163,0.5951279328115909,0.7423275862213624,0.4683911856905545,0.4688384762949021,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,best_candidate;high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,12,7,6,6,0.4508921373592853,0.428312542446316,0.4296175890593524,0.4269008915281314,moderate,moderate,21294,,0.3652185498569649,relative_scale,empirical_group_baseline,,yes,good,good,good,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1073/pnas.1711725114
10.1016_j.jallcom.2019.07.120__sample_39295,3000,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; best candidate sample; manual review candidate; sintering check candidate,10.1016/j.jallcom.2019.07.120,,39295,Ge0.97Bi0.03Te,unknown,p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.45369,0.6597083881991587,0.6514168683352024,0.147789597369518,0.1585607799973749,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,best_candidate;high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,10,9,5,5,0.211672323585436,0.2562199846312723,0.2195785814531665,0.2060938428644198,good,good,24398,,5.859164480155544,relative_scale,empirical_group_baseline,,yes,good,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1016/j.jallcom.2019.07.120
10.1038_ncomms9144__sample_20839,3000,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; best candidate sample; manual review candidate; sintering check candidate,10.1038/ncomms9144,,20839,FeNb0.86Hf0.14Sb,unknown,p,"estimated from Seebeck sign: positive=19, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=19, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.452751,0.9185284158676472,1.2257659329901942,0.2810310333748481,0.3466433643825145,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,best_candidate;high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,19,8,5,3,0.2334363100343155,0.3566759944824496,0.449729307617474,0.3630173590805668,good,moderate,14609,,5.991455230201786,relative_scale,empirical_group_baseline,,yes,good,good,good,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1038/ncomms9144
10.1039_d0ee02323j__sample_37116,3000,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; best candidate sample; manual review candidate; sintering check candidate,10.1039/d0ee02323j,,37116,Cu0.87Ag0.2In0.93Te2,unknown,p,"estimated from Seebeck sign: positive=19, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=19, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.448702,0.4199414713999947,1.5122647320686258,1.021108417800861,0.9574097191766162,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,best_candidate;high_zt_error;manual_review;sintering_check,1,115,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,18,11,7,7,0.7828660069469637,0.8512813868674934,0.9748814576761332,0.9780316186556473,poor,poor,29287,,0.111935049249804,relative_scale,empirical_group_baseline,,yes,moderate,poor,moderate,under_predicted,high_zt_false_negative,yes,yes,large ZT error vs observed ZT; observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1039/d0ee02323j
10.1002_adfm.201806613__sample_41585,2800,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; best candidate sample; sintering check candidate,10.1002/adfm.201806613,,41585,Ge0.95Bi0.05Te1.025,unknown,p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,2.33381,0.5756288916116479,0.7182383403401189,0.2973380874798095,0.2885523618234494,false_negative,high_zt_false_negative,no,no,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,best_candidate;high_zt_error;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,10,10,3,3,0.3168999760158679,0.3547775462887056,0.3636163243307729,0.3787888341716965,good,good,31615,,3.710886127717312,relative_scale,empirical_group_baseline,,yes,good,good,good,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1002/adfm.201806613
10.1002_adfm.201806613__sample_41571,2800,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; best candidate sample; sintering check candidate,10.1002/adfm.201806613,,41571,Ge0.97Bi0.03Te1.015,unknown,p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.732102,0.5731696280166164,0.5569760894867827,0.162525963624099,0.2105542427938497,false_negative,high_zt_false_negative,no,no,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,best_candidate;high_zt_error;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,10,8,4,3,0.3026509587155167,0.3364612610337444,0.2893027276276206,0.2140733326516553,good,good,31615,,5.874836815704123,relative_scale,empirical_group_baseline,,yes,good,excellent,good,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1002/adfm.201806613
10.1002_adfm.201806613__sample_41573,2800,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; best candidate sample; sintering check candidate,10.1002/adfm.201806613,,41573,Ge0.93Bi0.07Te1.035,unknown,p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.649844,0.96243956300754,1.0619285869450243,0.0541746361851664,0.0557460699208806,false_negative,high_zt_false_negative,no,no,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,best_candidate;high_zt_error;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,10,10,4,4,0.0753143714983723,0.0843331089113709,0.0616772420674551,0.0580643383545346,excellent,excellent,31615,,2.8370030338992964,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1002/adfm.201806613
10.1002_adma.201705942__sample_31970,2800,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; best candidate sample; sintering check candidate,10.1002/adma.201705942,,31970,Ge0.88Sb0.12Te,unknown,p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.53783,0.9552443002942465,1.5409190210230352,0.4669882605410297,0.5186845544250624,false_negative,high_zt_false_negative,no,no,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,best_candidate;high_zt_error;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,12,10,10,9,0.5186845544250922,0.5212036939039505,0.5212036939039371,0.4848609749973717,moderate,moderate,27941,,0.9235596355828136,relative_scale,empirical_group_baseline,,yes,moderate,good,moderate,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1002/adma.201705942
10.1039_c5ee01147g__sample_6055,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1039/c5ee01147g,,6055,Pb1Te0.7S0.3Na0.03,unknown,p,"estimated from Seebeck sign: positive=42, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=42, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,2.10526,0.9546195508407666,1.2207124680119137,,1.645790438919497,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,120,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,42,25,3,0,0.9486818426887984,0.8023012934159948,1.0629317607684037,,not_evaluated,poor,874,,1.4630102200071782,relative_scale,empirical_group_baseline,,yes,moderate,not_available,poor,under_predicted,high_zt_false_negative,yes,yes,large ZT error vs calculated ZT; observed high ZT missed; insufficient ZT evaluation rows; manual review required; sintering check required later,https://doi.org/10.1039/c5ee01147g
10.1002_aenm.201601450__sample_3189,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1002/aenm.201601450,,3189,PbTe0.85Se0.15TeNa0.02(SrTe)0.04,unknown,p,"estimated from Seebeck sign: positive=14, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=14, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,2.059395,0.0773481319785295,0.1432460961826674,,0.4600332292483896,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,14,4,1,0,0.3941735002974262,0.4269600675932333,0.6162476769623784,,not_evaluated,moderate,18492,,1.937051357737868,relative_scale,empirical_group_baseline,,yes,good,not_available,good,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; insufficient ZT evaluation rows; manual review required; sintering check required later,https://doi.org/10.1002/aenm.201601450
10.1016_j.joule.2019.10.010__sample_31520,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1016/j.joule.2019.10.010,,31520,Sb2Si2Te6.93,unknown,p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.645078,0.2835322450579773,0.3581016459322723,,0.2082352921896323,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,12,9,1,0,0.1804160531585553,0.1999871371679437,0.2334910174045488,,not_evaluated,good,23953,,0.7016211009696237,relative_scale,empirical_group_baseline,,yes,excellent,not_available,good,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; insufficient ZT evaluation rows; manual review required; sintering check required later,https://doi.org/10.1016/j.joule.2019.10.010
10.1002_adma.201400515__sample_7654,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1002/adma.201400515,,7654,Cu1.97S,unknown,p,"estimated from Seebeck sign: positive=15, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=15, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.553548,0.5318182689261721,1.097835203305677,,0.5155755004714541,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,False,False,unknown,no,no,high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,15,5,1,0,0.7406175531200431,0.6312994005818876,0.7247936915207684,,not_evaluated,moderate,6018,,0.314568710819146,relative_scale,empirical_group_baseline,,yes,moderate,not_available,moderate,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; insufficient ZT evaluation rows; manual review required; sintering check required later,https://doi.org/10.1002/adma.201400515
10.1021_ja206380h__sample_6119,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1021/ja206380h,,6119,Pb0.98Na0.02Te0.88S0.12,unknown,p,"estimated from Seebeck sign: positive=36, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=36, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.524417,0.8063988335852094,0.8440893043031282,,0.0446522311392581,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,25,15,1,0,0.3390825051234356,0.3775276502962417,0.0456798489149426,,not_evaluated,excellent,3490,,1.4081526037931236,relative_scale,empirical_group_baseline,,yes,good,not_available,excellent,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; insufficient ZT evaluation rows; manual review required; sintering check required later,https://doi.org/10.1021/ja206380h
10.1002_adfm.201908315__sample_36225,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1002/adfm.201908315,,36225,Cu2Se,unknown,p,"estimated from Seebeck sign: positive=16, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=16, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.520356,0.2329336355537135,0.2717610274253166,,0.1428732892256721,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,16,3,1,0,0.1970866863190218,0.1988867748421251,0.1541695174346358,,not_evaluated,excellent,24752,,1.0140148338951869,relative_scale,empirical_group_baseline,,yes,excellent,not_available,excellent,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; insufficient ZT evaluation rows; manual review required; sintering check required later,https://doi.org/10.1002/adfm.201908315
10.1016_j.nanoen.2017.11.019__sample_41295,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1016/j.nanoen.2017.11.019,,41295,Yb1.05Zn1.90In0.10Sb2(InSb)0.05,unknown,p,"estimated from Seebeck sign: positive=16, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=16, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.484265,0.0439379768099799,0.0452933823480351,,0.0299250236522457,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,16,16,1,0,0.0451974307081867,0.0543199194476085,0.0303819152679585,,not_evaluated,excellent,31657,,1.509081959857978,relative_scale,empirical_group_baseline,,yes,excellent,not_available,excellent,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; insufficient ZT evaluation rows; manual review required; sintering check required later,https://doi.org/10.1016/j.nanoen.2017.11.019
10.1016_j.joule.2019.08.017__sample_42871,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1016/j.joule.2019.08.017,,42871,Ge0.93In0.01Bi0.06Te,unknown,p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.47819,0.2712075082993104,0.2642322001895972,,0.0263984030133652,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,10,9,1,0,0.1007204675379337,0.1220232254187135,0.0260559784074843,,not_evaluated,excellent,24388,,3.2820438610943623,relative_scale,empirical_group_baseline,,yes,excellent,not_available,excellent,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; insufficient ZT evaluation rows; manual review required; sintering check required later,https://doi.org/10.1016/j.joule.2019.08.017
